num|nb_reactions|nb_commentaires|text_post
305|1|0|La CGT appelé au secours de Bernard Arnaud! Certains ne reculent devant aucune contradiction pour défendre l’indéfendable. Au moins cela m’aura fait rire!
306|0|0|Nous subissons collectivement les exactions environnementales des nantis mais cela vous semble normal.Vous devez donc défendre l'arrosage des greens et autres aberrations....Notre maison brûle mais vous défendez encore ceux ci sont dans leur pièce sécurisée.Rassurez-vous, les fumées nous tueront tous, l'incendie n'épargnera personne...
307|2|0|je peux aller faire le plein de mon hummer ???? 🤣
308|0|0|Le Hummer n'a rien à voir avec un jet privé. Après on peut se poser la question de l'usage de ces véhicules en ville mais après s'être surtout imposé celle des limitations de vitesse sur routes et autoroutes où se consomment les grosses quantités de carburant voiture. Bizarre, les écolos réduisent vitesses en ville de façon souvent excessive mais jamais sur les routes ou autoroutes... et refusent des contrôles systématiques du dépassement des vitesses des poids lourds et une éventuelle harmonisation des contrôles au niveau européen. Bizarre, bizarre les écolos qui font de telles impasses... 
309|1|0| l'article parle de "populations" pas d'individus !! Évidemment que les pays riches polluent mille fois plus que les populations pygmées d'Afrique de l'Ouest qui se font en plus chasser de leurs forêts ancestrales (ce dont d'ailleurs les africains pseudo-nationalistes se moquent totalement comme ils se moquent des massacres des éléphants et des hypopotames). Mais si vous cumulez dans les pays riches la masse des pauvres et la classe moyenne et csp++, elles pollueront plus que les seuls ultra-riches. Donc oui la fortune n'a rien à voir avec la pollution de la planète de ce point de vue.
310|0|0|Oui le "pauvre homme" car il doit se désoler d'être toujours mis en cause pour des broutilles de café de commerce alors qu'il adorerait l'être pour des choses qui lui donne un peu des sueurs froides. Mais personne dans la presse n'ose écrire sur ce qui pourrait vraiment le déranger. Trump au moins s'amuse et se régale d'avoir à se défendre. En France, Bernard Arnaud doit trouver le temps long et l'actualité morose en ce qui le concerne...
311|0|0| Faites preuve d'un peu de bon sens et réagissez avec un peu de discernement. On parle d'urgence climatique là. Bernard Arnault n'est pas monsieur tout le monde et ne peut sûrement pas prendre le train pour ses déplacements professionnels (après le coup des puces c'est un peu voir carrément abusé). Mais pour autant il y a surement des compromis beaucoup moins polluants que son énorme jet privé. De plus, on peut s'interroger sur la pertinence de chaque déplacement. Ce mec est un symbole, évidement qu'il doit faire des efforts de sobriété et incarner un minimum la lutte contre le réchauffement climatique. 
312|1|0| vous êtes surprenant de mauvaise foi, sur un réseau social professionnel il faut oser ! Mais je vais devoir vous contredire une fois encore. Bernard, 4ème dans le classement des milliardaires polluant le plus. 8000 tones pour Bernard vs 8 tonnes pour un français moyen. On est sur un petit x1000 tout de même ! Alors, on maintient toujours que “la fortune n’a rien à voir le combat contre la pollution”, ou alors on continue dans le déni !? (J’ai comme une petite idée …) 
313|1|0| vous êtes donc de ceux qui voyant madame Hidalgo sur une bicyclette croient que cette femme peut être sincèrement intéressée par l'écologie ? Ne soyez pas naïf si vous voulez vraiment lutter contre la pollution parce que sinon, vous allez voir des Anne Hidalgo en bicyclette à tous les coins de rue et allez vite vous endormir tranquille... On va même vous montrer Madame Hidalgo dans le métro... mais sans doute pas les factures de jets privés payées par la ville de Paris depuis 20 ans "d'écolo-socialisme bobo"...
314|3|0| 63 milliardaires français qui polluent autant que 34 millions de français. Et si je vous suis bien “la fortune n’a rien à voir avec la pollution”. Quelle crédibilité😂
315|3|0| réfléchissez un peu... vous pouvez pas demander à un des hommes les plus riche de la planète de ne pas polluer plus qu'un lambda quand même ?? Et vous demanderez la même chose à la Reine d'Angleterre, au Pape ou au président des États-Unis ? Et vous demanderez au Roi d'Arabie Saoudite d'arrêter de climatiser les milliers de mètres carrés vides de ses palais ?C'est plutôt naïf comme requête. Les ultra-riches ont des ultra-moyens qui consomment plus que que les ultra-normaux et çà ne changera pas. Ce qui peut changer c'est le fonctionnement global de la société et ses lois. Demandez à LVMH de ne plus utiliser de plastique, de réduire l'utilisation des animaux dans ses confections, d'élaborer une chimie moins toxique pour ses parfums... des choses concrètes à l'échelle de la masse pas des choses anecdotiques et personnelles qui sont impossibles à réaliser. Demandez au Comité International Olympique d'interdire les J.O. dans les déserts mais pas à son président de prendre des jets privés... etc., etc.
316|0|0| il est pas clair votre article ! Si on parle de l'empreinte carbone du patrimoine financier c'est tout à fait logique çà l'est moins si on parle des individus seuls (en tout cas dans ce cas on arrivera pas au ratio 62 individus versus 34 millions de français). La lutte des classes, çà existe mais pas à ce niveau !
317|0|0| ah enfin un peu de clairvoyance, effectivement il va falloir en passer par tout cela. Évidemment la tâche s’annonce ardue, aussi je tiens à vous rassurer: Nous ne comptons pas sur vous ! Je remarque cependant que vous n’avez pas fait de mea coulpa sur votre analyse erroné niant le lien entre richesse et pollution. En effet Vous avez botté en touche pour rebondir sur le thème “ce n’est pas réaliste de demander à Bernard de ne plus émettre de co2” …
318|1|0| justement si.Leur fortune ils la doivent à la société, au monde tout entier.A certaines époques, les riches permettaient à des Hommes brillants voulant améliorer la condition humaine de réaliser de grands projets humanistes.La  moindre des choses serait qu'ils emploient leur fortune à améliorer le monde, apporter de l'intelligence dans la société, plutôt que continuer à produire n'importe comment, n'importe quoi pour simplement pouvoir se torcher le cul avec des feuilles d'or.La fortune ne fait manifestement pas la grandeur d'âme, l'empathie, l'altruisme et ce qui finira par provoquer la destruction de notre monde.
319|1|0|Alors bon, maintenant le lobby poids lourds contre l’avion. Arnault (lt à la fin) ne prendra pas un 35 t pour voyager (je prends les paris) . J’ai pris le TGV assez souvent et je n’ai encore pas vu de cafard et de puce. Par contre ça va vite de centre à centre. Seuls certains tarifs incroyablement bas de l’avion (comment font ils?) lui font encore concurrence
320|3|0|
321|2|0| 👍 il y a aussi l'étape, "Ok ça existe, l'homme y est pour quelque chose mais c'est surtout les autres qui doivent changer avant moi" [au choix : les américains, les chinois, les riches, mon voisin... ] 😉
322|0|0|Jean-Philippe R. vous êtes idéaliste ! Mais si l'homme n'a pas une nature généreuse.. ne comptez pas qu'il pense à autrui ou alors uniquement le temps d'une soirée au bal de la Croix Rouge à Monaco...
323|0|0| "Vous" pensez donc appartenir à l'armée qui va combattre avec succès le réchauffement climatique ?? Vous faites pensez à ces écolo-socialos parisiens qui affirmaient vouloir changer la vie quand ils ont pris le contrôle de la Ville de Paris.. on a vu me résultat !!
324|0|0| Precisons au passage que la CGT et autres syndicats extrêmes sont aussi en cause, par leur action , dans la maintenance calamiteuse  des matériels et à sa faible efficience .
325|1|0| Donc un article, un seul, permet de dire que tous les scientifiques du GIEC se trompent et que finalement la terre se refroidit ? Mais quelle chance on a de vous trouver, plus qu'à aller en hélicoptère au travail et manger des steaks au petit dej !
326|2|0|Dire d'une personne que parce qu'elle n'a rien fait avant ne la rend pas légitime à faire quelque chose maintenant montre votre petitesse d'esprit .
327|1|0|
328|2|0| 1/ question de résilience territoriale: il y aura de moins en moins de matière première disponible (non renouvelable: énergie et hors énergie mais aussi les matières premières non renouvelables qui se renouvellent trop lentement par rapport à la vitesse de prédation). S'y préparer permettra d'amortir le choc.Regardez ce qu'il s'est passé avec le Covid: on a dû bricoler rapidement des pistes cyclables afin de pouvoir se déplacer sans prendre les transports publics. nous avons une responsabilité historique puisque nous émettons depuis la révolution industrielle. ce n'est pas le cas de l'Inde, de la Chine etc. ET que cette révolution est née en France et au Royaume-Uni avec l'avènemenent du Charbon3/ montrer l'exemple: Comment voulez-vous être écouté si nous ne montrons pas l'exemple?4/ montrer qu’un autre modèle socio-économique, délimité au sein des 9 limites planétaires, est possible. La population chinoise, indienne, pakistanaise souffre déjà de pollution (sans parler du réchauffement climatique), de dégradation des sols, de destruction de la biodiversité.
329|1|0|"D'où vient cette haine du petit jet privé ??"C'est 2to de CO2 / an / par habitant. C'est mathématique et valable pour toutes et tous.
330|0|0| Merci pour cette réponse calme et détaillée, j'apprécie 😁 Je suis d'accord avec ces 4 points, mais je reste certain que notre action ne changerait rien car les autres gros blocs (Chine, USA...) ont beaucoup trop d'inertie et pratiquement aucune envie, donc notre démarche ne servirait qu'à soulager notre conscience avant plus ou moins de nous éteindre (je suis néanmoins volontaire pour essayer ensemble, mais c'est inutile selon moi).
331|3|0| de rien!Concernant ma réponse, non! relisez les points: a minima le point 1/ justifie qu'on le fasse car il ne s'agit aucunement de conscience mais plutôt de se préparer à affronter le chaos qui vient.Prenez le temps qu'il faudra et parcourez ma présentation; j'ignore si vous avez conscience de la situation environnementale. Le terme "résilience" résonnera d'autant plus en vous si vous avez conscience.Vous me faites pensez à un autre point que j'ai omis: l'émission de CO2 est systématiquement liée à de la destruction environnementale; donc il faut agir quoique fassent les autres. Il s'agit d'une question de vie ou de mort sur NOS territoires
